Process,"Insp. Date",PN,LN,Item,Avg,Max,Min,Range,Std.,CPK,Emp#,MC#,Material,M.LN,LSL,CSL,USL,XCL,XUCL,XLCL,RUCL
Tooling,02/11/2023,600526,22X116-0,"Ceramic Length",3.109,3.125,3.098,.027,.008,1.73,S3347,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X116-0,"Ceramic Width",2.406,2.421,2.396,.025,.007,2.03,S3347,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X116-0,"Ceramic Thickness",.258,.267,.252,.015,.004,3.41,S3347,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238297-0,"Ceramic Length",3.092,3.100,3.084,.016,.006,2.55,S3299,23,NA-304B,238009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238297-0,"Ceramic Width",2.393,2.401,2.381,.020,.005,2.60,S3299,23,NA-304B,238009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238297-0,"Ceramic Thickness",.256,.260,.248,.012,.004,3.48,S3299,23,NA-304B,238009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238275-0,"Ceramic Length",3.098,3.108,3.092,.016,.005,2.90,S3055,23,NA-304B,1138009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238275-0,"Ceramic Width",2.399,2.405,2.388,.017,.006,2.75,S3055,23,NA-304B,1138009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238275-0,"Ceramic Thickness",.257,.262,.252,.010,.003,5.16,S3055,23,NA-304B,1138009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236164-0,"Ceramic Length",3.106,3.118,3.092,.026,.008,1.80,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236164-0,"Ceramic Width",2.405,2.411,2.395,.016,.004,3.40,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236164-0,"Ceramic Thickness",.258,.259,.254,.005,.001,10.03,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238253-0,"Ceramic Length",3.096,3.107,3.088,.019,.006,2.55,S3063,23,NA-304B,1138009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238253-0,"Ceramic Width",2.395,2.402,2.386,.016,.006,2.47,S3063,23,NA-304B,1138009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238253-0,"Ceramic Thickness",.259,.264,.254,.010,.003,4.79,S3063,23,NA-304B,1138009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236153-0,"Ceramic Length",3.107,3.119,3.093,.026,.009,1.56,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236153-0,"Ceramic Width",2.409,2.418,2.394,.024,.007,1.88,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236153-0,"Ceramic Thickness",.258,.261,.257,.004,.001,10.79,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238243-0,"Ceramic Length",3.098,3.107,3.090,.017,.005,3.22,S3063,23,NA-304B,239009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238243-0,"Ceramic Width",2.398,2.410,2.385,.025,.006,2.49,S3063,23,NA-304B,239009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238243-0,"Ceramic Thickness",.261,.265,.256,.009,.002,5.26,S3063,23,NA-304B,239009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238235-0,"Ceramic Length",3.096,3.109,3.090,.019,.006,2.62,S3334,23,NA-304B,1138009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238235-0,"Ceramic Width",2.396,2.400,2.392,.008,.002,6.29,S3334,23,NA-304B,1138009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238235-0,"Ceramic Thickness",.256,.261,.253,.008,.002,6.45,S3334,23,NA-304B,1138009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236133-0,"Ceramic Length",3.098,3.114,3.077,.037,.011,1.45,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236133-0,"Ceramic Width",2.396,2.407,2.383,.024,.008,2.02,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236133-0,"Ceramic Thickness",.257,.263,.246,.017,.005,3.16,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236112-0,"Ceramic Length",3.100,3.113,3.090,.023,.008,2.15,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236112-0,"Ceramic Width",2.399,2.411,2.393,.018,.006,2.65,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236112-0,"Ceramic Thickness",.254,.259,.250,.009,.003,5.63,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238225-0,"Ceramic Length",3.094,3.098,3.089,.009,.003,4.66,S3334,23,NA-304B,1128009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238225-0,"Ceramic Width",2.393,2.404,2.385,.019,.006,2.54,S3334,23,NA-304B,1128009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238225-0,"Ceramic Thickness",.255,.257,.252,.005,.001,10.16,S3334,23,NA-304B,1128009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236104-0,"Ceramic Length",3.097,3.107,3.084,.023,.007,2.12,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236104-0,"Ceramic Width",2.396,2.401,2.387,.014,.005,2.92,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236104-0,"Ceramic Thickness",.252,.261,.247,.014,.004,3.77,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236086-0,"Ceramic Width",2.397,2.403,2.386,.017,.005,2.89,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236086-0,"Ceramic Thickness",.255,.261,.247,.014,.004,3.51,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236086-0,"Ceramic Length",3.099,3.113,3.085,.028,.008,2.15,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236075-0,"Ceramic Length",3.100,3.110,3.093,.017,.006,2.58,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236075-0,"Ceramic Width",2.396,2.405,2.390,.015,.006,2.70,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236075-0,"Ceramic Thickness",.255,.257,.250,.007,.002,6.73,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238174-0,"Ceramic Length",3.107,3.122,3.094,.028,.008,1.90,S3334,23,NA-304B,1138009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238174-0,"Ceramic Width",2.404,2.409,2.395,.014,.004,3.60,S3334,23,NA-304B,1138009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238174-0,"Ceramic Thickness",.257,.259,.255,.004,.001,11.99,S3334,23,NA-304B,1138009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236065-0,"Ceramic Length",3.097,3.107,3.087,.020,.007,2.14,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236065-0,"Ceramic Width",2.396,2.406,2.389,.017,.006,2.74,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236065-0,"Ceramic Thickness",.254,.261,.251,.010,.003,4.93,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236182-0,"Ceramic Length",3.104,3.118,3.090,.028,.008,1.90,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236182-0,"Ceramic Width",2.402,2.409,2.392,.017,.006,2.58,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236182-0,"Ceramic Thickness",.259,.263,.254,.009,.004,3.82,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236173-0,"Ceramic Width",2.406,2.413,2.394,.019,.006,2.32,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236173-0,"Ceramic Thickness",.258,.263,.250,.013,.004,3.36,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236173-0,"Ceramic Length",3.107,3.118,3.092,.026,.008,1.78,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236126-0,"Ceramic Length",3.098,3.107,3.086,.021,.007,2.26,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236126-0,"Ceramic Width",2.398,2.405,2.390,.015,.004,3.74,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236126-0,"Ceramic Thickness",.255,.258,.252,.006,.002,9.16,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236094-0,"Ceramic Length",3.098,3.110,3.084,.026,.009,1.74,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236094-0,"Ceramic Width",2.397,2.408,2.388,.020,.006,2.63,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236094-0,"Ceramic Thickness",.255,.260,.247,.013,.004,3.98,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,236067-0,"Ceramic Length",3.101,3.117,3.089,.028,.009,1.87,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,236067-0,"Ceramic Width",2.399,2.408,2.389,.019,.006,2.56,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,236067-0,"Ceramic Thickness",.256,.259,.252,.007,.002,6.84,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,"236033-0	","Ceramic Length",3.088,3.101,3.075,.026,.008,1.65,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,"236033-0	","Ceramic Width",2.390,2.399,2.378,.021,.006,2.17,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,"236033-0	","Ceramic Thickness",.257,.263,.255,.008,.003,5.59,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238166-0,"Ceramic Length",3.105,3.120,3.095,.025,.007,2.00,S3055,23,NA-304B,1128009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238166-0,"Ceramic Width",2.402,2.414,2.389,.025,.008,1.94,S3055,23,NA-304B,1128009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238166-0,"Ceramic Thickness",.256,.260,.253,.007,.003,5.54,S3055,23,NA-304B,1128009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238067-0,"Ceramic Length",3.098,3.108,3.084,.024,.008,2.07,S3299,20,NA-304B,1128009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238067-0,"Ceramic Width",2.399,2.408,2.386,.022,.007,2.34,S3299,20,NA-304B,1128009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238067-0,"Ceramic Thickness",.256,.261,.252,.009,.003,4.62,S3299,20,NA-304B,1128009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238155-0,"Ceramic Length",3.104,3.116,3.095,.021,.007,2.35,S3055,23,NA-304B,1128009,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238155-0,"Ceramic Width",2.401,2.411,2.392,.019,.007,2.37,S3055,23,NA-304B,1128009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238155-0,"Ceramic Thickness",.256,.260,.252,.008,.003,5.80,S3055,23,NA-304B,1128009,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,"236024-0	","Ceramic Length",3.098,3.109,3.084,.025,.008,2.09,"S3055	",18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,"236024-0	","Ceramic Width",2.397,2.405,2.385,.020,.006,2.40,"S3055	",18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,"236024-0	","Ceramic Thickness",.260,.266,.254,.012,.003,4.70,"S3055	",18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
